OCC_CODE,OCC_TITLE,tot_emp_per_year,a_mean_per_year,group,year
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",32140,60110,detailed,2022
51-2020,"Electrical, Electronics, and Electromechanical Assemblers",286380,41890,broad,2022
51-2021,"Coil Winders, Tapers, and Finishers",10860,44850,detailed,2022
51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",275510,41770,detailed,2022
51-2030,Engine and Other Machine Assemblers,50120,51980,broad,2022
51-2031,Engine and Other Machine Assemblers,50120,51980,detailed,2022
51-2040,Structural Metal Fabricators and Fitters,58870,48870,broad,2022
51-2041,Structural Metal Fabricators and Fitters,58870,48870,detailed,2022
51-2050,Fiberglass Laminators and Fabricators,21910,41280,broad,2022
51-2051,Fiberglass Laminators and Fabricators,21910,41280,detailed,2022
51-2060,Timing Device Assemblers and Adjusters,370,46480,broad,2022
51-2061,Timing Device Assemblers and Adjusters,370,46480,detailed,2022
51-2090,Miscellaneous Assemblers and Fabricators,1454130,40250,broad,2022
51-2090,Miscellaneous Assemblers and Fabricators,1454130,40250,detailed,2022
51-3000,Food Processing Workers,807880,36300,minor,2022
51-3010,Bakers,205300,34140,broad,2022
51-3011,Bakers,205300,34140,detailed,2022
51-3020,"Butchers and Other Meat, Poultry, and Fish Processing Workers",341520,36230,broad,2022
51-3021,Butchers and Meat Cutters,129400,38200,detailed,2022
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",133460,35090,detailed,2022
51-3023,Slaughterers and Meat Packers,78660,34920,detailed,2022
51-3090,Miscellaneous Food Processing Workers,261060,38090,broad,2022
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",20010,39770,detailed,2022
51-3092,Food Batchmakers,166520,38710,detailed,2022
51-3093,Food Cooking Machine Operators and Tenders,26740,37760,detailed,2022
51-3099,"Food Processing Workers, All Other",47790,35430,detailed,2022
51-4000,Metal Workers and Plastic Workers,1644250,47020,minor,2022
51-4020,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",102040,44580,broad,2022
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",63490,42580,detailed,2022
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",10650,46940,detailed,2022
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",27900,48250,detailed,2022
51-4030,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",297630,42990,broad,2022
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",182460,42240,detailed,2022
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",6470,45350,detailed,2022
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",73800,42050,detailed,2022
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",19410,47820,detailed,2022
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",15480,49200,detailed,2022
51-4040,Machinists,316860,51430,broad,2022
51-4041,Machinists,316860,51430,detailed,2022
51-4050,"Metal Furnace Operators, Tenders, Pourers, and Casters",25390,51810,broad,2022
51-4051,Metal-Refining Furnace Operators and Tenders,19320,53450,detailed,2022
51-4052,"Pourers and Casters, Metal",6070,46600,detailed,2022
51-4060,"Model Makers and Patternmakers, Metal and Plastic",5580,58320,broad,2022
51-4061,"Model Makers, Metal and Plastic",3350,60220,detailed,2022
51-4062,"Patternmakers, Metal and Plastic",2230,55470,detailed,2022
51-4070,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",177150,39830,broad,2022
51-4071,Foundry Mold and Coremakers,11330,42000,detailed,2022
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",165820,39690,detailed,2022
51-4080,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",137060,42040,broad,2022
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",137060,42040,detailed,2022
51-4110,Tool and Die Makers,61730,59390,broad,2022
51-4111,Tool and Die Makers,61730,59390,detailed,2022
51-4120,"Welding, Soldering, and Brazing Workers",439930,50160,broad,2022
51-4121,"Welders, Cutters, Solderers, and Brazers",408990,50460,detailed,2022
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",30940,46110,detailed,2022
51-4190,Miscellaneous Metal Workers and Plastic Workers,80870,43110,broad,2022
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",15600,43700,detailed,2022
51-4192,"Layout Workers, Metal and Plastic",6890,56170,detailed,2022
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",32050,40290,detailed,2022
51-4194,"Tool Grinders, Filers, and Sharpeners",5320,46040,detailed,2022
51-4199,"Metal Workers and Plastic Workers, All Other",21030,41960,detailed,2022
51-5100,Printing Workers,214280,42280,minor,2022
51-5110,Printing Workers,214280,42280,broad,2022
51-5111,Prepress Technicians and Workers,25250,44880,detailed,2022
51-5112,Printing Press Operators,150010,42730,detailed,2022
51-5113,Print Binding and Finishing Workers,39030,38850,detailed,2022
51-6000,"Textile, Apparel, and Furnishings Workers",468590,33170,minor,2022
51-6010,Laundry and Dry-Cleaning Workers,175730,29660,broad,2022
51-6011,Laundry and Dry-Cleaning Workers,175730,29660,detailed,2022
51-6020,"Pressers, Textile, Garment, and Related Materials",28570,30650,broad,2022
51-6021,"Pressers, Textile, Garment, and Related Materials",28570,30650,detailed,2022
51-6030,Sewing Machine Operators,116750,33130,broad,2022
51-6031,Sewing Machine Operators,116750,33130,detailed,2022
51-6040,Shoe and Leather Workers,11820,34490,broad,2022
51-6041,Shoe and Leather Workers and Repairers,8860,34600,detailed,2022
51-6042,Shoe Machine Operators and Tenders,2960,34160,detailed,2022
51-6050,"Tailors, Dressmakers, and Sewers",20320,36590,broad,2022
51-6051,"Sewers, Hand",3440,33440,detailed,2022
51-6052,"Tailors, Dressmakers, and Custom Sewers",16870,37230,detailed,2022
51-6060,"Textile Machine Setters, Operators, and Tenders",58070,34910,broad,2022
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,6640,33900,detailed,2022
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",10700,34970,detailed,2022
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",16900,35710,detailed,2022
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",23830,34610,detailed,2022
51-6090,"Miscellaneous Textile, Apparel, and Furnishings Workers",57330,42030,broad,2022
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",14460,42770,detailed,2022
51-6092,Fabric and Apparel Patternmakers,3070,66820,detailed,2022
51-6093,Upholsterers,26990,41900,detailed,2022
51-6099,"Textile, Apparel, and Furnishings Workers, All Other",12810,35520,detailed,2022
51-7000,Woodworkers,231230,39750,minor,2022
51-7010,Cabinetmakers and Bench Carpenters,95980,42120,broad,2022
51-7011,Cabinetmakers and Bench Carpenters,95980,42120,detailed,2022
51-7020,Furniture Finishers,14990,39880,broad,2022
51-7021,Furniture Finishers,14990,39880,detailed,2022
51-7030,"Model Makers and Patternmakers, Wood",1050,50580,broad,2022
51-7031,"Model Makers, Wood",720,52820,detailed,2022
51-7032,"Patternmakers, Wood",330,45720,detailed,2022
51-7040,"Woodworking Machine Setters, Operators, and Tenders",110080,37800,broad,2022
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",46400,37450,detailed,2022
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",63680,38060,detailed,2022
51-7090,Miscellaneous Woodworkers,9120,36870,broad,2022
51-7099,"Woodworkers, All Other",9120,36870,detailed,2022
51-8000,Plant and System Operators,276970,70400,minor,2022
51-8010,"Power Plant Operators, Distributors, and Dispatchers",46420,94820,broad,2022
51-8011,Nuclear Power Reactor Operators,5450,117510,detailed,2022
51-8012,Power Distributors and Dispatchers,9380,101360,detailed,2022
51-8013,Power Plant Operators,31590,88960,detailed,2022
51-8020,Stationary Engineers and Boiler Operators,31470,72570,broad,2022
51-8021,Stationary Engineers and Boiler Operators,31470,72570,detailed,2022
51-8030,Water and Wastewater Treatment Plant and System Operators,119350,55690,broad,2022
51-8031,Water and Wastewater Treatment Plant and System Operators,119350,55690,detailed,2022
51-8090,Miscellaneous Plant and System Operators,79730,77340,broad,2022
51-8091,Chemical Plant and System Operators,18710,79290,detailed,2022
51-8092,Gas Plant Operators,14290,78430,detailed,2022
51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",31360,84140,detailed,2022
51-8099,"Plant and System Operators, All Other",15370,60070,detailed,2022
51-9000,Other Production Occupations,2531940,44260,minor,2022
51-9010,"Chemical Processing Machine Setters, Operators, and Tenders",167840,52580,broad,2022
51-9011,Chemical Equipment Operators and Tenders,115370,54210,detailed,2022
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",52470,48980,detailed,2022
51-9020,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",150410,44630,broad,2022
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",27320,45310,detailed,2022
51-9022,"Grinding and Polishing Workers, Hand",14190,38770,detailed,2022
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",108900,45220,detailed,2022
51-9030,Cutting Workers,62350,41430,broad,2022
51-9031,"Cutters and Trimmers, Hand",8250,37830,detailed,2022
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",54110,41980,detailed,2022
51-9040,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",58740,41940,broad,2022
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",58740,41940,detailed,2022
51-9050,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",15030,46180,broad,2022
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",15030,46180,detailed,2022
51-9060,"Inspectors, Testers, Sorters, Samplers, and Weighers",579740,47290,broad,2022
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",579740,47290,detailed,2022
51-9070,Jewelers and Precious Stone and Metal Workers,26280,50530,broad,2022
51-9071,Jewelers and Precious Stone and Metal Workers,26280,50530,detailed,2022
51-9080,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,69220,46240,broad,2022
51-9081,Dental Laboratory Technicians,33330,49930,detailed,2022
51-9082,Medical Appliance Technicians,15680,46240,detailed,2022
51-9083,Ophthalmic Laboratory Technicians,20200,40140,detailed,2022
51-9110,Packaging and Filling Machine Operators and Tenders,369330,39060,broad,2022
51-9111,Packaging and Filling Machine Operators and Tenders,369330,39060,detailed,2022
51-9120,Painting Workers,164100,46100,broad,2022
51-9123,"Painting, Coating, and Decorating Workers",11990,41770,detailed,2022
51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",152120,46440,detailed,2022
51-9140,Semiconductor Processing Technicians,23860,48370,broad,2022
51-9141,Semiconductor Processing Technicians,23860,48370,detailed,2022
51-9150,Photographic Process Workers and Processing Machine Operators,5380,42750,broad,2022
51-9151,Photographic Process Workers and Processing Machine Operators,5380,42750,detailed,2022
51-9160,Computer Numerically Controlled Tool Operators and Programmers,207480,50200,broad,2022
51-9161,Computer Numerically Controlled Tool Operators,179360,47940,detailed,2022
51-9162,Computer Numerically Controlled Tool Programmers,28120,64580,detailed,2022
51-9190,Miscellaneous Production Workers,632170,39640,broad,2022
51-9191,Adhesive Bonding Machine Operators and Tenders,11320,40100,detailed,2022
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",13200,39130,detailed,2022
51-9193,Cooling and Freezing Equipment Operators and Tenders,6420,44240,detailed,2022
51-9194,Etchers and Engravers,8400,40950,detailed,2022
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",39060,41680,detailed,2022
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",92050,46390,detailed,2022
51-9197,Tire Builders,18360,50600,detailed,2022
51-9198,Helpers--Production Workers,190680,35740,detailed,2022
51-9199,"Production Workers, All Other",252660,38860,detailed,2022
53-0000,Transportation and Material Moving Occupations,13560460,43930,major,2022
53-1000,Supervisors of Transportation and Material Moving Workers,599710,60850,minor,2022
53-1040,First-Line Supervisors of Transportation and Material Moving Workers,599710,60850,broad,2022
53-1041,Aircraft Cargo Handling Supervisors,7950,61150,detailed,2022
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",591760,60850,detailed,2022
53-2000,Air Transportation Workers,282820,131630,minor,2022
53-2010,Aircraft Pilots and Flight Engineers,138330,189620,broad,2022
53-2011,"Airline Pilots, Copilots, and Flight Engineers",89580,225740,detailed,2022
53-2012,Commercial Pilots,48750,123250,detailed,2022
53-2020,Air Traffic Controllers and Airfield Operations Specialists,36010,103460,broad,2022
53-2021,Air Traffic Controllers,21250,130840,detailed,2022
53-2022,Airfield Operations Specialists,14760,64050,detailed,2022
53-2030,Flight Attendants,108480,67020,broad,2022
53-2031,Flight Attendants,108480,67020,detailed,2022
53-3000,Motor Vehicle Operators,4315740,47110,minor,2022
53-3010,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",9910,33570,broad,2022
53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",9910,33570,detailed,2022
53-3030,Driver/Sales Workers and Truck Drivers,3533530,48240,broad,2022
53-3031,Driver/Sales Workers,489510,35560,detailed,2022
53-3032,Heavy and Tractor-Trailer Truck Drivers,1984180,53090,detailed,2022
53-3033,Light Truck Drivers,1059840,45020,detailed,2022
53-3050,Passenger Vehicle Drivers,722960,42420,broad,2022
53-3051,"Bus Drivers, School",366550,42400,detailed,2022
53-3052,"Bus Drivers, Transit and Intercity",141530,53920,detailed,2022
53-3053,Shuttle Drivers and Chauffeurs,201070,35000,detailed,2022
53-3054,Taxi Drivers,13820,32710,detailed,2022
53-3090,Miscellaneous Motor Vehicle Operators,49340,37650,broad,2022
53-3099,"Motor Vehicle Operators, All Other",49340,37650,detailed,2022
53-4000,Rail Transportation Workers,105620,70040,minor,2022
53-4010,Locomotive Engineers and Operators,39120,72790,broad,2022
53-4011,Locomotive Engineers,36440,73850,detailed,2022
53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",2680,58430,detailed,2022
53-4020,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",14210,64810,broad,2022
53-4022,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",14210,64810,detailed,2022
53-4030,Railroad Conductors and Yardmasters,40940,69190,broad,2022
53-4031,Railroad Conductors and Yardmasters,40940,69190,detailed,2022
53-4040,Subway and Streetcar Operators,9120,75880,broad,2022
53-4041,Subway and Streetcar Operators,9120,75880,detailed,2022
53-4090,Miscellaneous Rail Transportation Workers,2240,46780,broad,2022
53-4099,"Rail Transportation Workers, All Other",2240,46780,detailed,2022
53-5000,Water Transportation Workers,75200,82200,minor,2022
53-5010,Sailors and Marine Oilers,28500,53350,broad,2022
53-5011,Sailors and Marine Oilers,28500,53350,detailed,2022
53-5020,Ship and Boat Captains and Operators,38050,99540,broad,2022
53-5021,"Captains, Mates, and Pilots of Water Vessels",34940,104190,detailed,2022
53-5022,Motorboat Operators,3110,47300,detailed,2022
53-5030,Ship Engineers,8650,100980,broad,2022
53-5031,Ship Engineers,8650,100980,detailed,2022
53-6000,Other Transportation Workers,284810,37750,minor,2022
53-6010,Bridge and Lock Tenders,3690,46910,broad,2022
53-6011,Bridge and Lock Tenders,3690,46910,detailed,2022
53-6020,Parking Attendants,105290,31230,broad,2022
53-6021,Parking Attendants,105290,31230,detailed,2022
53-6030,Transportation Service Attendants,119320,33500,broad,2022
53-6031,Automotive and Watercraft Service Attendants,99600,32340,detailed,2022
53-6032,Aircraft Service Attendants,19720,39400,detailed,2022
53-6040,Traffic Technicians,7310,54720,broad,2022
53-6041,Traffic Technicians,7310,54720,detailed,2022
53-6050,Transportation Inspectors,24420,79770,broad,2022
53-6051,Transportation Inspectors,24420,79770,detailed,2022
53-6060,Passenger Attendants,13200,36230,broad,2022
53-6061,Passenger Attendants,13200,36230,detailed,2022
53-6090,Miscellaneous Transportation Workers,11590,40290,broad,2022
53-6099,"Transportation Workers, All Other",11590,40290,detailed,2022
53-7000,Material Moving Workers,7896560,37270,minor,2022
53-7010,Conveyor Operators and Tenders,27780,40060,broad,2022
53-7011,Conveyor Operators and Tenders,27780,40060,detailed,2022
53-7020,Crane and Tower Operators,45210,65220,broad,2022
53-7021,Crane and Tower Operators,45210,65220,detailed,2022
53-7030,Dredge Operators,940,51770,broad,2022
53-7031,Dredge Operators,940,51770,detailed,2022
53-7040,Hoist and Winch Operators,2440,69120,broad,2022
53-7041,Hoist and Winch Operators,2440,69120,detailed,2022
53-7050,Industrial Truck and Tractor Operators,780890,43240,broad,2022
53-7051,Industrial Truck and Tractor Operators,780890,43240,detailed,2022
53-7060,Laborers and Material Movers,6840530,36050,broad,2022
53-7061,Cleaners of Vehicles and Equipment,359530,32730,detailed,2022
53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",2934050,37510,detailed,2022
53-7063,Machine Feeders and Offbearers,51010,39100,detailed,2022
53-7064,"Packers and Packagers, Hand",653870,33310,detailed,2022
53-7065,Stockers and Order Fillers,2842060,35550,detailed,2022
53-7070,Pumping Station Operators,29160,62620,broad,2022
53-7071,Gas Compressor and Gas Pumping Station Operators,3740,61500,detailed,2022
53-7072,"Pump Operators, Except Wellhead Pumpers",10870,59150,detailed,2022
53-7073,Wellhead Pumpers,14550,65510,detailed,2022
53-7080,Refuse and Recyclable Material Collectors,132240,45560,broad,2022
53-7081,Refuse and Recyclable Material Collectors,132240,45560,detailed,2022
53-7120,"Tank Car, Truck, and Ship Loaders",12470,58680,broad,2022
53-7121,"Tank Car, Truck, and Ship Loaders",12470,58680,detailed,2022
53-7190,Miscellaneous Material Moving Workers,24880,43290,broad,2022
53-7199,"Material Moving Workers, All Other",24880,43290,detailed,2022
00-0000,All Occupations,134354250,         40690,,2007
11-0000,Management occupations,6003930,         96150,major,2007
11-1011,Chief executives,299160,        151370,,2007
11-1021,General and operations managers,1655410,        103780,,2007
11-1031,Legislators,61110,         33880,,2007
11-2011,Advertising and promotions managers,36300,         91100,,2007
11-2021,Marketing managers,165240,        113400,,2007
11-2022,Sales managers,322170,        106790,,2007
11-2031,Public relations managers,47210,         97170,,2007
11-3011,Administrative services managers,239360,         76370,,2007
11-3021,Computer and information systems managers,264990,        113880,,2007
11-3031,Financial managers,484390,        106200,,2007
11-3041,Compensation and benefits managers,41780,         88400,,2007
11-3042,Training and development managers,28170,         90300,,2007
11-3049,"Human resources managers, all other",58100,         99810,,2007
11-3051,Industrial production managers,152870,         87550,,2007
11-3061,Purchasing managers,65600,         90430,,2007
11-3071,"Transportation, storage, and distribution managers",92790,         81980,,2007
11-9011,"Farm, ranch, and other agricultural managers",3480,         61030,,2007
11-9012,Farmers and ranchers,340,         42480,,2007
11-9021,Construction managers,216120,         85830,,2007
11-9031,"Education administrators, preschool and child care center/program",47980,         44430,,2007
11-9032,"Education administrators, elementary and secondary school",218820,         82120,,2007
11-9033,"Education administrators, postsecondary",101160,         85870,,2007
11-9039,"Education administrators, all other",28640,         74230,,2007
11-9041,Engineering managers,184410,        115610,,2007
11-9051,Food service managers,191460,         48660,,2007
11-9061,Funeral directors,24020,         57660,,2007
11-9071,Gaming managers,3740,         69600,,2007
11-9081,Lodging managers,31890,         51140,,2007
11-9111,Medical and health services managers,242640,         84980,,2007
11-9121,Natural sciences managers,39370,        113170,,2007
11-9131,Postmasters and mail superintendents,26500,         57850,,2007
11-9141,"Property, real estate, and community association managers",159660,         53530,,2007
11-9151,Social and community service managers,112330,         59070,,2007
11-9199,"Managers, all other",356690,         91990,,2007
13-0000,Business and financial operations occupations,6015500,         62410,major,2007
13-1011,"Agents and business managers of artists, performers, and athletes",11680,         82730,,2007
13-1021,"Purchasing agents and buyers, farm products",12930,         53980,,2007
13-1022,"Wholesale and retail buyers, except farm products",132550,         53580,,2007
13-1023,"Purchasing agents, except wholesale, retail, and farm products",281950,         56060,,2007
13-1031,"Claims adjusters, examiners, and investigators",279400,         55470,,2007
13-1032,"Insurance appraisers, auto damage",12150,         52020,,2007
13-1041,"Compliance officers, except agriculture, construction, health and safety, and transportation",231910,         52740,,2007
13-1051,Cost estimators,219070,         58640,,2007
13-1061,Emergency management specialists,11610,         51470,,2007
13-1071,"Employment, recruitment, and placement specialists",193620,         52710,,2007
13-1072,"Compensation, benefits, and job analysis specialists",109870,         55740,,2007
13-1073,Training and development specialists,202820,         53040,,2007
13-1079,"Human resources, training, and labor relations specialists, all other",211770,         56740,,2007
13-1081,Logisticians,90340,         66240,,2007
13-1111,Management analysts,499640,         80460,,2007
13-1121,Meeting and convention planners,45490,         47180,,2007
13-1199,"Business operations specialists, all other",1017640,         62140,,2007
13-2011,Accountants and auditors,1115010,         63180,,2007
13-2021,Appraisers and assessors of real estate,66210,         52290,,2007
13-2031,Budget analysts,62400,         66310,,2007
13-2041,Credit analysts,70890,         62820,,2007
13-2051,Financial analysts,228300,         81700,,2007
13-2052,Personal financial advisors,132460,         89220,,2007
13-2053,Insurance underwriters,98920,         60120,,2007
13-2061,Financial examiners,25510,         73550,,2007
13-2071,Loan counselors,30150,         41990,,2007
13-2072,Loan officers,356990,         62610,,2007
13-2081,"Tax examiners, collectors, and revenue agents",65750,         51510,,2007
13-2082,Tax preparers,61890,         34890,,2007
13-2099,"Financial specialists, all other",136570,         61760,,2007
15-0000,Computer and mathematical occupations,3191360,         72190,major,2007
15-1011,"Computer and information scientists, research",28720,        100640,,2007
15-1021,Computer programmers,394710,         72010,,2007
15-1031,"Computer software engineers, applications",495810,         85660,,2007
15-1032,"Computer software engineers, systems software",349140,         90780,,2007
15-1041,Computer support specialists,525570,         45300,,2007
15-1051,Computer systems analysts,464440,         75890,,2007
15-1061,Database administrators,116340,         70260,,2007
15-1071,Network and computer systems administrators,309660,         67850,,2007
15-1081,Network systems and data communications analysts,216050,         70760,,2007
15-1099,"Computer specialists, all other",182690,         72310,,2007
15-2011,Actuaries,18030,         95420,,2007
15-2021,Mathematicians,3160,         90930,,2007
15-2031,Operations research analysts,58750,         71640,,2007
15-2041,Statisticians,20270,         72150,,2007
15-2091,Mathematical technicians,1080,         48490,,2007
15-2099,"Mathematical scientists, all other",6930,         61100,,2007
17-0000,Architecture and engineering occupations,2486020,         68880,major,2007
17-1011,"Architects, except landscape and naval",106830,         73650,,2007
17-1012,Landscape architects,21890,         62250,,2007
17-1021,Cartographers and photogrammetrists,11460,         54480,,2007
17-1022,Surveyors,56670,         54450,,2007
17-2011,Aerospace engineers,85510,         92700,,2007
17-2021,Agricultural engineers,2480,         70460,,2007
17-2031,Biomedical engineers,15400,         79610,,2007
17-2041,Chemical engineers,28780,         84240,,2007
17-2051,Civil engineers,247370,         75230,,2007
17-2061,Computer hardware engineers,79330,         94270,,2007
17-2071,Electrical engineers,148800,         82090,,2007
17-2072,"Electronics engineers, except computer",133870,         85550,,2007
17-2081,Environmental engineers,51210,         74820,,2007
17-2111,"Health and safety engineers, except mining safety engineers and inspectors",24770,         70970,,2007
17-2112,Industrial engineers,204210,         73490,,2007
17-2121,Marine engineers and naval architects,6620,         78200,,2007
17-2131,Materials engineers,21910,         78840,,2007
17-2141,Mechanical engineers,222330,         75130,,2007
17-2151,"Mining and geological engineers, including mining safety engineers",7150,         79520,,2007
17-2161,Nuclear engineers,14300,         97130,,2007
17-2171,Petroleum engineers,16060,        113890,,2007
17-2199,"Engineers, all other",169950,         85430,,2007
17-3011,Architectural and civil drafters,111460,         45280,,2007
17-3012,Electrical and electronics drafters,32350,         51710,,2007
17-3013,Mechanical drafters,74260,         46690,,2007
17-3019,"Drafters, all other",23280,         47340,,2007
17-3021,Aerospace engineering and operations technicians,7870,         56780,,2007
17-3022,Civil engineering technicians,88030,         43890,,2007
17-3023,Electrical and electronic engineering technicians,162460,         52470,,2007
17-3024,Electro-mechanical technicians,15730,         48120,,2007
17-3025,Environmental engineering technicians,21970,         43570,,2007
17-3026,Industrial engineering technicians,74930,         51410,,2007
17-3027,Mechanical engineering technicians,46230,         49290,,2007
17-3029,"Engineering technicians, except drafters, all other",78140,         55730,,2007
17-3031,Surveying and mapping technicians,72410,         35900,,2007
19-0000,"Life, physical, and social science occupations",1255670,         62020,major,2007
19-1011,Animal scientists,4210,         54290,,2007
19-1012,Food scientists and technologists,9910,         62580,,2007
19-1013,Soil and plant scientists,10270,         62970,,2007
19-1021,Biochemists and biophysicists,19490,         85290,,2007
19-1022,Microbiologists,14610,         66430,,2007
19-1023,Zoologists and wildlife biologists,17830,         58480,,2007
19-1029,"Biological scientists, all other",27070,         66240,,2007
19-1031,Conservation scientists,16570,         57220,,2007
19-1032,Foresters,10510,         54030,,2007
19-1041,Epidemiologists,3960,         63600,,2007
19-1042,"Medical scientists, except epidemiologists",87440,         74160,,2007
19-1099,"Life scientists, all other",12470,         66930,,2007
19-2011,Astronomers,1520,         98200,,2007
19-2012,Physicists,13980,         99900,,2007
19-2021,Atmospheric and space scientists,8750,         78960,,2007
19-2031,Chemists,79860,         68520,,2007
19-2032,Materials scientists,9740,         77930,,2007
19-2041,"Environmental scientists and specialists, including health",80070,         63870,,2007
19-2042,"Geoscientists, except hydrologists and geographers",31390,         84100,,2007
19-2043,Hydrologists,7670,         70250,,2007
19-2099,"Physical scientists, all other",23300,         88210,,2007
19-3011,Economists,12740,         86700,,2007
19-3021,Market research analysts,220740,         66980,,2007
19-3022,Survey researchers,22140,         42880,,2007
19-3031,"Clinical, counseling, and school psychologists",95120,         68150,,2007
19-3032,Industrial-organizational psychologists,1240,         86610,,2007
19-3039,"Psychologists, all other",9470,         83610,,2007
19-3041,Sociologists,3680,         67330,,2007
19-3051,Urban and regional planners,35040,         60480,,2007
19-3091,Anthropologists and archeologists,5250,         55490,,2007
19-3092,Geographers,1010,         66440,,2007
19-3093,Historians,3600,         54630,,2007
19-3094,Political scientists,3940,         90050,,2007
19-3099,"Social scientists and related workers, all other",30410,         69720,,2007
19-4011,Agricultural and food science technicians,19280,         35520,,2007
19-4021,Biological technicians,69110,         40240,,2007
19-4031,Chemical technicians,64450,         42420,,2007
19-4041,Geological and petroleum technicians,13060,         55330,,2007
19-4051,Nuclear technicians,5920,         65850,,2007
19-4061,Social science research assistants,16070,         38120,,2007
19-4091,"Environmental science and protection technicians, including health",33950,         42190,,2007
19-4092,Forensic science technicians,12030,         50310,,2007
19-4093,Forest and conservation technicians,26900,         35770,,2007
19-4099,"Life, physical, and social science technicians, all other",59910,         41230,,2007
21-0000,Community and social services occupations,1793040,         40540,major,2007
21-1011,Substance abuse and behavioral disorder counselors,76830,         37830,,2007
21-1012,"Educational, vocational, and school counselors",232260,         51690,,2007
21-1013,Marriage and family therapists,23340,         45310,,2007
21-1014,Mental health counselors,95970,         39450,,2007
21-1015,Rehabilitation counselors,123890,         33350,,2007
21-1019,"Counselors, all other",28900,         40710,,2007
21-1021,"Child, family, and school social workers",265090,         41920,,2007
21-1022,Medical and public health social workers,120060,         46320,,2007
21-1023,Mental health and substance abuse social workers,118690,         39380,,2007
21-1029,"Social workers, all other",64990,         47170,,2007
21-1091,Health educators,61290,         47340,,2007
21-1092,Probation officers and correctional treatment specialists,94120,         47980,,2007
21-1093,Social and human service assistants,316380,         28450,,2007
21-1099,"Community and social service specialists, all other",109970,         38590,,2007
21-2011,Clergy,40960,         43720,,2007
21-2021,"Directors, religious activities and education",14780,         39470,,2007
21-2099,"Religious workers, all other",5520,         31660,,2007
